Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
94,Add Labels to Regression Curve for Scatter Plot,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-RegressionCurve_Labels-1.png,https://openbiox.github.io/Bizard/Correlation/Scatter.html#fig-RegressionCurve_Labels,Multi-class data plotting with labels for scatter plot,Scatter Plot,BASICS,Correlation
95,Add Marginal Rug Plots for Scatter Plot,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-MarginalRug_Plot-1.png,https://openbiox.github.io/Bizard/Correlation/Scatter.html#fig-MarginalRug_Plot,Using geom_rug() to add marginal rugs,Scatter Plot,BASICS,Correlation
96,Add Marginal Distributions for Scatter Plot,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-MarginalDistributions-1.png,https://openbiox.github.io/Bizard/Correlation/Scatter.html#fig-MarginalDistributions,Add marginal distributions for scatter plot using ggMarginal(),Scatter Plot,BASICS,Correlation
97,3D Interactive Scatter Plot,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/ScatterPlot_3D.jpg,https://openbiox.github.io/Bizard/Correlation/Scatter.html#fig-3D_Scatter,3D interactive scatter plot using plotly package,Scatter Plot,BASICS,Correlation
98,Basic Heatmap,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-BasicHeatBasicR-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-BasicHeatBasicR,Basic heatmap using the heatmap() function and mtcars dataset,Heatmap,BASICS,Correlation
99,Basic Heatmap,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-StandardizationBasicR-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-StandardizationBasicR,Standardization Heatmap with scale="column",Heatmap,BASICS,Correlation
100,Basic Heatmap,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ClusteringandReorderingBasicR-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ClusteringandReorderingBasicR,Clustering dendrograms and reordering for heatmap using the Rowv and Colv parameters,Heatmap,BASICS,Correlation
101,Basic Heatmap,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorPalettesBasicR-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorPalettesBasicR-1,Color palettes for heatmap with col=cm.colors(256),Heatmap,BASICS,Correlation
102,Basic Heatmap,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-CustomizingLayoutBasicR-2.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-CustomizingLayoutBasicR-2,Customizing layout for heatmap with cexRow/cexCol parameters,Heatmap,BASICS,Correlation
103,Basic Heatmap,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorAnnotationsBasicR-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorAnnotationsBasicR,Heatmaps with color annotations with RowSideColors parameters,Heatmap,BASICS,Correlation
104,Heatmap Using ggplot2 Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-BasicHeatggplot2-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-BasicHeatggplot2,Basic heatmap using the ggplot2 package and TCGA-CHOL dataset,Heatmap,BASICS,Correlation
105,Heatmap Using ggplot2 Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorPalettesggplot2-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorPalettesggplot2,Color palettes for heatmap using ggplot2,Heatmap,BASICS,Correlation
106,Heatmap Using ggplot2 Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-Wide-Formatggplot2-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-Wide-Formatggplot2,Handling wide-format data for heatmap using ggplot2,Heatmap,BASICS,Correlation
107,Heatmap Using ggplot2 Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Heatmap_plotly_3D.jpg,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#interactive-heatmaps,Interactive heatmaps using plotly package,Heatmap,BASICS,Correlation
108,Heatmap Using ggplot2 Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Heatmap_3D_d3heatmap.jpg,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-d3heatmapggplot2,Interactive heatmaps using d3heatmap package,Heatmap,BASICS,Correlation
109,Heatmap Using ggplot2 Package,https://raw.githubusercontent.com/ZhengTiger/Bizard/refs/heads/main/images/gallery/Heatmap_3D_heatmaply.jpg,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-heatmaplyggplot2,Interactive heatmaps using heatmaply package,Heatmap,BASICS,Correlation
110,Heatmap Using lattice Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-BasicHeatlattice-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-BasicHeatlattice,Basic heatmap using lattice package and TCGA-CHOL dataset,Heatmap,BASICS,Correlation
111,Heatmap Using lattice Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-Wide-FormatMatrixInputlattice-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-Wide-FormatMatrixInputlattice,Wide-format matrix input for heatmap using lattice package,Heatmap,BASICS,Correlation
112,Heatmap Using lattice Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-FlippingAxeslattice-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-FlippingAxeslattice,Flipping axes for heatmap using lattice package,Heatmap,BASICS,Correlation
113,Heatmap Using lattice Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorPaletteslattice-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorPaletteslattice-1,Color palettes for heatmap using lattice package,Heatmap,BASICS,Correlation
114,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-BasicHeatPheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-BasicHeatPheatmap,Basic heatmap using pheatmap package and TCGA-CHOL dataset,Heatmap,BASICS,Correlation
115,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-AdjustingDendrograms-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-AdjustingDendrograms,Adjusting dendrograms for heatmap using pheatmap package,Heatmap,BASICS,Correlation
116,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-AngleAdjustment-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-AngleAdjustment,Adjustment of labels and segmentation for heatmap using pheatmap package,Heatmap,BASICS,Correlation
117,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-AddingValuesorMarkers-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-AddingValuesorMarkers,Adding values or markers for heatmap using pheatmap package,Heatmap,BASICS,Correlation
118,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-RawDataforAnnotation-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-RawDataforAnnotation,Using raw data for annotation for heatmap using pheatmap package,Heatmap,BASICS,Correlation
119,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-UsingNormalizedData-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-UsingNormalizedData,Using normalized data for annotation for heatmap using pheatmap package,Heatmap,BASICS,Correlation
120,Heatmap Using pheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorPalettesPheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorPalettesPheatmap-1,Color palettes for heatmap using pheatmap package ,Heatmap,BASICS,Correlation
121,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-BasicHeatcomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-BasicHeatcomplexheatmap,Basic heatmap using complexheatmap package and TCGA-CHOL dataset,Heatmap,BASICS,Correlation
122,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorPalettescomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorPalettescomplexheatmap,Color palettes for heatmap using complexheatmap package,Heatmap,BASICS,Correlation
123,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-colorRamp2complexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-colorRamp2complexheatmap,Using colorRamp2 complexheatmap,Heatmap,BASICS,Correlation
124,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-ColorVectorcomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-ColorVectorcomplexheatmap,Using color vector complexheatmap,Heatmap,BASICS,Correlation
125,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-nacolcomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-nacolcomplexheatmap,Using na_col parameter complexheatmap,Heatmap,BASICS,Correlation
126,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-DifferentLinearInterpolationcomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-DifferentLinearInterpolationcomplexheatmap,Different linear interpolation complexheatmap,Heatmap,BASICS,Correlation
127,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-BordersandGridlinescomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-BordersandGridlinescomplexheatmap,Borders and gridlines complexheatmap,Heatmap,BASICS,Correlation
128,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-Clusteringcomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-Clusteringcomplexheatmap,Clustering complexheatmap,Heatmap,BASICS,Correlation
129,Heatmap Using complexheatmap Package,https://openbiox.github.io/Bizard/Correlation/Heatmap_files/figure-html/fig-MultipleHeatmapscomplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/Heatmap.html#fig-MultipleHeatmapscomplexheatmap,Multiple heatmaps complexheatmap,Heatmap,BASICS,Correlation
130,Basic ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-1.1BasicComplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-1.1BasicComplexheatmap,Basic complexheatmap with continuous variables using the TCGA-BRCA dataset,ComplexHeatmap,BASICS,Correlation
131,Basic ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-1.2BasicComplexheatmap-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-1.2BasicComplexheatmap,Basic complexheatmap with discrete variables using the manually created dataset,ComplexHeatmap,BASICS,Correlation
132,Customizing ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-2.1Custom-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-2.1Custom,Customizing color of continuous variables for complexheatmap using the colorRamp2(),ComplexHeatmap,BASICS,Correlation
133,Customizing ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-2.2Custom-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-2.2Custom,Customizing color of continuous variables for complexheatmap using the rainbow(),ComplexHeatmap,BASICS,Correlation
134,Customizing ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-2.3Custom-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-2.3Custom,Customizing color of discrete variables for complexheatmap,ComplexHeatmap,BASICS,Correlation
135,Customizing ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-2.4Custom-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-2.4Custom,Border customization for complexHeatmap,ComplexHeatmap,BASICS,Correlation
136,Clustering for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-3.1Cluster-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-3.1Cluster,Clustering for complexheatmap using the TCGA-BRCA dataset,ComplexHeatmap,BASICS,Correlation
137,Clustering for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-3.2Cluster-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-3.2Cluster,Dendrogram rendering for complexheatmap,ComplexHeatmap,BASICS,Correlation
138,Segmentation for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-4.1Split-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-4.1Split,Continuous variable segmentation for complexheatmap,ComplexHeatmap,BASICS,Correlation
139,Segmentation for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-4.2Split-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-4.2Split,Vector segmentation for complexheatmap,ComplexHeatmap,BASICS,Correlation
140,Segmentation for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-4.3Split-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-4.3Split,Matrix segmentation for complexheatmap,ComplexHeatmap,BASICS,Correlation
141,Segmentation for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-4.4Split-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-4.4Split,Segmentation by specified rows and columns for complexheatmap,ComplexHeatmap,BASICS,Correlation
142,Segmentation for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-4.5Split-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-4.5Split,Parameter segmentation for complexheatmap,ComplexHeatmap,BASICS,Correlation
143,Segmentation for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-4.6Split-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-4.6Split,Annotation segmentation for complexheatmap,ComplexHeatmap,BASICS,Correlation
144,Add Data Labels for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-5.1AddLabel-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-5.1AddLabel,Add data labels for complexheatmap using the TCGA-BRCA dataset,ComplexHeatmap,BASICS,Correlation
145,Add Data Labels for ComplexHeatmap,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap_files/figure-html/fig-5.2AddLabel-1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-5.2AddLabel,Shows data greater than 0.5 for complexheatmap,ComplexHeatmap,BASICS,Correlation
146,Add Data Labels for ComplexHeatmap,https://openbiox.github.io/Bizard/images/Correlation/ComplexHeatmap_fig1.png,https://openbiox.github.io/Bizard/Correlation/ComplexHeatmap.html#fig-ComplexHeatmapFig5-3,Add graphics for complexheatmap,ComplexHeatmap,BASICS,Correlation
